Art,Collectible,Games,Metaverse,Other,Utility
0,0,12,0,0,0
0,0,25,0,0,0
0,0,6,0,0,0
0,0,37,0,0,0
0,0,53,0,0,0
0,0,61,0,0,0
0,0,44,0,0,0
0,0,10,0,0,0
0,0,44,0,0,0
0,0,44,0,0,0
0,0,18,0,0,0
0,0,23,0,0,0
0,0,4,0,0,0
9,0,8,0,0,0
0,0,62,0,0,0
0,0,2,0,0,0
0,0,4,0,0,0
0,0,3,0,0,0
0,0,5,0,0,0
0,0,8,0,0,0
0,0,3,0,0,0
0,0,148,0,0,0
0,0,38,0,0,0
0,0,37,0,0,0
0,0,24,0,0,0
0,0,65,0,0,0
0,0,11,0,0,0
0,0,11,0,0,0
0,0,5,0,0,0
0,0,4,0,0,0
0,0,5,0,0,0
0,0,61,0,0,0
0,0,8,0,0,0
0,0,11,0,0,0
0,0,9,0,0,0
0,0,32,0,0,0
0,0,24,0,0,0
0,0,16,0,0,0
0,0,2,0,0,0
0,0,14,0,0,0
2,0,3,0,0,0
0,0,10,0,0,0
0,0,187,0,0,0
0,0,26,0,0,0
0,0,6,0,0,0
0,0,15,0,0,0
0,0,32,0,0,0
0,0,32,0,0,0
0,0,28,0,0,0
0,0,50,0,0,0
0,0,39,0,0,0
0,0,43,0,0,0
4,0,3,0,0,0
0,0,78,0,0,0
0,0,19,0,0,0
0,0,28,0,0,0
0,0,72,0,0,0
0,0,35,0,0,0
0,0,8,0,0,0
0,0,52,0,0,0
0,0,5,0,0,0
0,0,14,0,0,0
0,0,6,0,0,0
0,0,32,0,0,0
0,0,74,0,0,0
0,0,2,0,0,0
0,0,20,0,0,0
0,0,30,0,0,0
0,0,143,0,0,0
0,0,3,0,0,0
0,0,5,0,0,0
0,0,185,0,0,0
0,0,3,0,0,0
1,0,3,0,0,0
0,0,63,0,0,0
40,0,65,0,0,0
0,0,100,0,0,0
0,0,4,0,0,0
0,0,6,0,0,0
0,0,116,0,0,0
0,0,16,0,0,0
0,0,9,0,0,0
1,0,1,0,0,0
0,0,2,0,0,0
0,0,2,0,0,0
0,0,108,0,0,0
0,0,16,0,0,0
0,0,14,0,0,0
0,0,19,0,0,0
0,0,2,0,0,0
0,0,4,0,0,0
0,0,26,0,0,0
0,0,15,0,0,0
0,0,18,1,0,0
2,0,41,5,0,0
0,0,4,0,0,0
0,0,21,0,0,0
0,0,12,2,0,0
0,0,16,0,0,0
0,0,13,0,0,0
0,0,157,0,0,0
0,0,2,0,0,0
0,0,33,0,0,0
0,0,27,0,0,0
0,0,12,0,0,0
0,0,3,0,0,0
124,0,14,0,0,0
0,0,14,0,0,0
0,0,12,0,0,0
0,0,61,0,0,0
0,0,7,0,0,0
0,0,402,0,0,0
0,0,59,0,0,0
0,0,22,0,0,0
0,0,39,0,0,0
0,0,226,0,0,0
0,0,7,0,0,0
0,0,3,0,0,0
0,0,13,0,0,0
0,0,87,0,0,0
0,0,5,0,0,0
0,0,4,0,0,0
0,0,11,0,0,0
0,0,12,0,0,0
0,0,13,0,0,0
0,0,10,0,0,0
0,0,10,0,0,0
0,0,24,1,0,0
0,0,17,0,0,0
0,0,22,0,0,0
0,0,11,0,0,0
0,0,43,0,0,0
0,0,10,0,0,0
0,0,23,0,0,0
0,0,8,0,0,0
0,0,5,0,0,0
0,0,30,0,0,0
0,0,18,0,0,0
0,0,8,0,0,0
0,0,16,0,0,0
0,0,6,0,0,0
0,0,13,0,0,0
0,0,9,0,0,0
0,0,8,0,0,0
0,0,3,0,0,0
0,0,8,0,0,0
0,0,7,0,0,0
0,0,2,0,0,0
0,0,12,0,0,0
0,0,5,0,0,0
0,0,20,0,0,0
0,0,84,0,0,0
0,0,60,0,0,0
0,0,6,0,0,0
0,0,2,0,0,0
0,0,4,0,0,0
0,0,4,0,0,0
0,0,46,0,0,0
0,0,18,0,0,0
0,0,6,0,0,0
0,0,4,0,0,0
0,0,21,0,0,0
0,0,23,0,0,0
0,0,25,0,0,0
0,0,2,0,0,0
0,0,15,0,0,0
0,0,19,0,0,0
0,0,1,0,0,0
0,0,19,0,0,0
0,0,12,0,0,0
0,0,61,0,0,0
0,0,6,0,0,0
0,0,2,0,0,0
0,0,8,0,0,0
0,0,48,0,0,0
0,0,4,0,0,0
0,0,11,0,0,0
0,0,7,0,0,0
0,0,51,0,0,0
0,0,2,0,0,0
0,0,13,0,0,0
15,0,5,0,2,0
7,0,6,0,0,0
0,0,249,0,0,0
0,0,7,0,0,0
0,0,6,0,0,0
0,0,10,0,0,0
0,0,20,0,0,0
0,0,42,0,0,0
0,0,5,0,0,0
0,0,5,0,0,0
0,0,10,0,0,0
0,0,27,0,0,0
3,0,4,0,0,0
0,0,5,0,0,0
0,0,12,0,0,0
0,0,28,0,0,0
0,0,47,0,0,0
0,0,10,0,0,0
0,0,95,0,0,0
0,0,5,0,0,0
0,0,86,0,0,0
0,0,6,0,0,0
0,0,3,0,0,0
0,0,157,0,0,0
0,0,11,0,0,0
0,0,18,0,1,0
0,0,22,0,0,0
9,0,2,0,0,0
0,0,16,0,0,0
0,0,22,0,0,0
0,0,2,0,0,0
0,0,2,0,0,0
0,0,6,0,0,0
0,0,12,0,0,0
0,0,12,0,0,0
0,0,8,0,0,0
0,0,46,0,0,0
0,0,3,0,0,0
0,0,12,0,0,0
0,0,2,0,0,0
0,0,2,0,0,0
0,0,6,0,0,0
0,0,6,0,0,0
0,0,46,0,0,0
0,0,39,0,0,0
0,0,2,0,0,0
0,0,21,0,0,0
0,0,35,0,0,0
0,0,8,0,0,0
0,0,4,0,0,0
0,0,3,0,0,0
0,0,4,0,0,0
0,0,18,0,0,0
0,0,2,0,0,0
0,0,11,0,0,0
0,0,24,0,0,0
0,0,2,0,0,0
2,0,3,5,2,0
0,0,8,0,0,0
0,0,11,0,0,0
0,0,6,0,0,0
0,0,12,0,0,0
0,0,4,0,0,0
0,0,44,0,0,0
0,0,12,0,0,0
0,0,5,0,0,0
0,0,3,0,0,0
0,0,19,0,0,0
0,0,2,0,0,0
8,21,163,0,0,0
0,0,78,0,0,0
0,0,11,0,0,0
0,0,13,0,0,0
0,0,11,0,0,0
0,0,3,0,0,0
0,0,2,0,0,0
0,0,21,0,0,0
0,0,19,0,0,0
0,0,4,0,0,0
0,0,14,0,0,0
0,0,15,0,0,0
0,0,17,0,0,0
0,0,2,0,0,0
0,0,3,0,0,0
0,0,8,0,0,0
0,0,2,0,0,0
0,0,29,0,0,0
0,0,58,0,0,0
0,0,3,0,0,0
0,0,7,0,0,0
0,0,2,0,0,0
0,0,6,0,0,0
0,0,3,0,0,0
0,0,6,0,0,0
0,0,12,0,0,0
0,0,5,0,0,0
0,0,11,0,0,0
0,0,78,0,0,0
0,0,15,0,0,0
0,0,7,0,0,0
0,0,3,0,0,0
0,0,4,0,0,0
0,0,2,0,0,0
0,0,66,0,0,0
0,0,5,0,0,0
0,0,22,0,0,0
0,0,2,0,0,0
0,0,4,0,0,0
0,0,12,0,0,0
0,0,15,0,0,0
0,0,4,0,0,0
0,0,14,0,0,0
0,0,5,0,0,0
3,0,10,20,13,0
0,0,5,0,0,0
0,0,6,0,0,0
0,0,4,0,0,0
0,0,3,0,0,0
0,0,3,0,0,0
0,0,4,0,0,0
0,0,3,0,0,0
0,0,1,0,0,0
0,0,20,0,0,0
0,0,26,0,0,0
0,0,7,0,0,0
0,0,27,0,0,0
0,0,50,0,0,0
0,0,16,0,0,0
0,0,27,0,0,0
0,0,3,0,0,0
0,0,2,0,0,0
0,0,4,0,0,0
0,0,9,0,0,0
0,0,14,0,0,0
0,0,7,0,0,0
0,0,33,0,0,0
0,0,22,0,0,0
0,0,3,0,0,0
0,0,2,0,0,0
0,0,2,0,0,0
0,0,4,0,0,0
0,0,42,0,0,0
0,0,25,0,0,0
0,0,3,0,0,0
0,0,4,0,0,0
0,0,12,0,0,0
0,0,86,0,0,0
0,0,13,0,0,0
0,0,4,0,0,0
0,0,3,0,0,0
7,0,11,0,0,0
0,0,2,0,0,0
0,0,88,0,0,0
0,0,2,0,0,0
0,0,18,0,0,0
0,0,8,0,0,0
0,0,2,0,0,0
0,0,4,0,0,0
0,0,2,0,0,0
0,0,11,0,0,0
0,0,3,0,0,0
0,0,67,0,0,0
0,0,16,0,0,0
0,0,48,0,0,0
0,0,7,0,0,0
0,0,4,0,0,0
0,0,60,0,0,0
0,0,37,0,0,0
0,0,27,0,0,0
0,0,4,0,0,0
0,0,5,0,0,0
0,0,7,0,0,0
0,0,22,0,0,0
0,0,56,0,0,0
0,0,2,0,0,0
0,0,4,0,0,0
0,0,13,0,0,0
0,0,3,0,0,0
0,0,3,0,0,0
0,0,2,0,0,0
0,0,31,0,0,0
0,0,8,0,0,0
0,0,12,0,0,0
0,0,4,0,0,0
0,0,20,0,0,0
0,0,15,0,0,0
0,0,7,0,0,0
0,0,32,0,0,0
0,0,29,0,0,0
0,0,5,0,0,0
0,0,29,0,0,0
0,0,31,0,0,0
0,0,15,0,0,0
0,0,2,0,0,0
0,0,7,0,0,0
0,0,5,0,0,0
0,0,3,0,0,0
0,0,6,0,0,0
0,0,19,0,0,0
0,0,6,13,0,0
0,0,23,0,0,0
0,0,14,0,6,0
0,0,4,0,0,0
0,0,14,0,0,0
12,1,2,2,1,0
0,0,10,0,0,0
0,0,20,0,0,0
0,0,2,0,0,0
0,0,56,0,0,0
0,0,2,0,0,0
0,0,23,0,0,0
0,0,23,0,0,0
0,0,27,0,0,0
0,0,10,0,0,0
2,0,2,0,0,0
0,0,2,0,0,0
0,0,2,0,0,0
0,0,9,0,0,0
0,0,2,0,0,0
0,0,4,0,0,0
145,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
108,0,0,0,0,0
8,0,0,0,0,0
82,0,0,0,0,0
221,0,0,0,0,0
1,0,0,0,0,0
53,0,0,0,0,0
4,0,0,0,0,0
2,0,0,0,0,0
8,0,0,0,0,0
38,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
4,0,0,0,0,0
3,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,1,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
94,0,0,0,0,0
41,0,0,0,0,0
29,0,0,0,0,0
35,0,0,0,0,0
2,0,0,0,0,0
19,0,0,0,0,0
122,0,0,0,0,0
77,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
17,0,0,0,0,0
153,0,0,0,0,0
1,0,0,0,0,0
5,0,0,0,0,0
3,0,0,0,0,0
9,0,0,0,0,0
1,0,0,0,0,0
106,0,0,0,0,0
31,0,0,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
63,0,0,0,0,0
1,0,0,0,0,0
16,0,0,0,0,0
10,0,0,0,0,0
5,0,0,0,0,0
1,0,0,0,0,0
8,0,0,0,0,0
1,0,0,0,0,0
55,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
9,0,3,0,0,0
2,0,0,0,0,0
16,0,0,0,0,0
3,0,0,0,0,0
24,0,2,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
6,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
40,0,0,0,0,0
4,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
84,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
37,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
14,0,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
4,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
33,1,0,0,0,0
3,0,0,0,0,0
