Art,Collectible,Games,Metaverse,Other,Utility
0,0,50,0,0,0
0,0,55,0,0,0
0,0,4,0,0,0
0,0,11,0,0,0
0,0,17,0,0,0
0,0,6,0,0,0
0,0,7,0,0,0
0,0,8,0,0,0
0,1,3,0,0,0
0,0,11,0,0,0
8,0,40,1,2,0
0,0,11,0,0,0
0,0,6,0,0,0
0,0,5,0,0,0
0,0,22,0,0,0
0,0,4,0,0,0
0,0,13,0,0,0
0,0,20,0,0,0
0,0,7,0,0,0
0,0,20,0,0,0
0,0,15,0,0,0
12,0,39,0,0,0
0,0,6,0,0,0
0,0,20,0,0,0
9,0,2,0,0,0
0,0,13,0,0,0
1,0,27,0,0,0
0,0,9,0,0,0
4,1,3,0,3,0
0,0,2,0,0,0
11,0,22,0,30,1
0,0,2,0,0,0
0,0,5,0,0,0
0,0,4,0,0,0
0,0,3,0,0,0
3,0,5,0,1,0
0,0,3,0,0,0
103,7,27,0,18,0
0,0,5,0,0,0
0,0,5,0,0,0
4,0,0,0,4,0
23,0,0,0,0,0
12,21,0,0,0,0
1,0,0,0,0,0
7,0,0,0,0,0
81,20,0,3,13,0
11,0,0,0,2,0
4,0,0,4,0,0
2,0,0,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
43,1,0,1,0,0
1,0,0,0,0,0
3,0,0,0,0,0
17,0,0,0,0,0
1,1,0,0,0,0
4,0,0,0,3,0
36,0,0,0,0,0
29,4,0,5,4,0
1,0,0,0,0,0
2,0,0,0,0,0
6,0,0,0,0,0
3,0,0,0,0,0
14,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
13,4,0,0,2,0
2,0,0,0,0,0
16,0,0,0,0,0
1,0,0,0,2,0
4,0,0,0,0,0
7,0,0,0,2,0
2,0,0,0,0,0
1,0,0,0,0,0
6,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
15,0,0,0,0,0
4,0,0,0,1,0
31,2,0,0,0,0
43,4,0,0,0,0
11,0,0,0,0,0
46,9,0,0,0,0
1,0,0,0,0,0
45,0,5,0,0,0
7,0,0,0,2,0
7,0,0,1,0,0
1,0,0,0,0,0
53,0,0,0,0,0
4,0,0,0,0,0
2,0,0,0,0,0
44,0,0,0,0,0
1,0,1,0,0,0
5,0,0,0,0,0
12,0,0,0,2,0
4,1,0,0,0,0
35,8,0,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
1,0,0,0,0,0
13,5,0,0,1,0
15,0,0,0,0,0
26,0,0,0,0,0
27,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
2,0,0,1,0,0
15,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
5,0,0,0,0,0
15,1,0,2,0,0
2,0,0,0,0,0
2,0,0,0,0,0
10,0,0,0,1,0
1,0,0,0,0,0
1,0,0,0,0,0
