Art,Collectible,Games,Metaverse,Other,Utility
0,0,8,0,0,0
0,0,39,0,0,0
0,0,139,0,0,0
0,0,553,0,0,0
0,0,1,0,0,0
772,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
62,0,0,0,0,0
74,0,0,0,0,0
1,0,0,0,0,0
117,0,0,0,0,0
1,0,0,0,0,0
92,0,0,0,0,0
15,0,0,0,0,0
1,0,0,0,0,0
7,0,0,0,0,0
60,0,0,0,0,0
1,0,0,0,0,0
6,0,0,0,0,0
9,0,0,0,0,0
56,0,0,0,0,0
125,0,0,0,0,0
2,0,0,0,0,0
7,0,0,0,0,0
5,0,0,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
5,0,0,0,0,0
16,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
45,0,0,0,0,0
1,0,0,0,0,0
89,0,0,0,0,0
92,0,7,0,0,0
3,0,0,0,0,0
227,0,0,0,0,0
42,0,0,0,0,0
46,0,0,0,0,0
420,0,0,0,0,0
261,0,0,0,0,0
50,0,0,0,0,0
11,0,0,0,0,0
3,0,0,0,0,0
91,0,0,0,0,0
11,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
1,0,0,0,0,0
71,0,0,0,0,0
54,0,0,0,0,0
93,0,0,0,0,0
3,0,0,0,0,0
367,0,0,0,0,0
3,0,0,0,0,0
29,0,0,0,0,0
17,0,0,0,0,0
8,0,0,0,0,0
3,0,0,0,0,0
47,0,0,0,0,0
9,0,0,0,0,0
16,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
476,0,0,0,0,0
91,0,0,0,0,0
1,0,0,0,0,0
30,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
10,0,0,0,0,0
92,0,0,0,0,0
11,0,1,0,0,0
3,0,0,0,0,0
14,0,0,0,0,0
18,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
7,0,0,0,0,0
9,0,0,0,0,0
3,0,0,0,0,0
9,0,0,0,0,0
17,0,0,0,0,0
12,0,0,0,0,0
1,0,0,0,0,0
41,0,0,0,0,0
3,0,0,0,0,0
6,0,0,0,0,0
39,0,0,0,0,0
72,0,0,0,0,0
2,0,0,0,0,0
5,0,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
49,0,10,0,0,0
3,0,0,0,0,0
5,0,0,0,0,0
4,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
19,0,0,0,0,0
3,0,0,0,0,0
18,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
5,0,0,0,0,0
31,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
17,0,0,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
16,0,0,0,0,0
6,0,0,0,0,0
3,0,0,0,0,0
4,0,0,0,0,0
1,0,0,0,0,0
27,0,0,0,0,0
27,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
4,0,0,12,1,0
25,0,0,0,0,0
21,0,0,0,0,0
5,0,0,0,0,0
3,0,0,0,0,0
55,0,0,0,0,0
4,0,0,0,0,0
16,0,0,0,0,0
1,0,0,0,0,0
5,0,0,0,0,0
61,0,0,0,0,0
4,0,0,0,0,0
2,0,0,0,0,0
22,0,0,0,0,0
1,0,0,0,0,0
4,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
9,3,0,0,1,0
27,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
15,0,0,0,0,0
6,0,0,0,0,0
85,0,0,0,0,0
9,0,0,0,0,0
10,0,0,0,0,0
1,0,0,0,0,0
7,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
8,0,0,0,0,0
2,0,0,0,0,0
4,0,0,0,0,0
18,0,0,0,0,0
6,0,0,0,0,0
309,0,0,0,0,0
1,0,12,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,1,0
6,0,0,0,0,0
14,0,0,0,0,0
2,0,0,0,0,0
20,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
7,0,0,0,0,0
4,0,0,0,0,0
11,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
37,0,0,2,0,0
5,0,0,0,0,0
1,0,0,0,0,0
14,0,5,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
6,0,0,0,0,0
1,0,0,0,0,0
10,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
0,0,0,1,0,0
0,0,0,4,0,0
0,0,0,1,0,0
0,0,0,14,0,0
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,10,0,0
0,0,0,2,0,0
0,0,0,1,0,0
0,0,0,2,0,0
0,0,0,7,0,0
0,0,0,5,0,0
1,1,0,1,0,0
0,0,0,31,0,0
0,0,0,2,0,0
3,0,0,14,0,0
0,0,0,6,0,0
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,13,0,0
0,0,39,1,0,0
0,0,0,4,0,0
0,0,0,4,0,0
0,0,0,48,0,0
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,1,0,0
0,0,1,3,0,0
7,0,0,1,0,0
