Art,Collectible,Games,Metaverse,Other,Utility
0,0,508,0,0,0
0,0,1998,0,0,0
0,0,176,0,0,0
0,0,2,0,0,0
4,0,0,0,0,0
38,0,0,0,0,0
179,0,67,0,0,0
128,0,0,0,0,0
121,0,0,0,0,0
215,0,0,0,0,0
9,0,0,0,0,0
44,0,199,0,0,0
129,0,0,0,0,0
14,0,0,0,0,0
6,0,0,0,0,0
38,0,0,0,0,0
12,0,0,0,0,0
442,0,0,0,0,0
136,0,0,0,0,0
298,1,0,0,0,0
526,0,0,0,0,0
26,0,7,0,0,0
11,0,0,0,0,0
56,0,0,0,0,0
3,0,0,0,0,0
156,0,0,0,0,0
3,0,0,0,0,0
118,0,0,0,3,0
256,0,0,0,0,0
107,0,0,0,0,0
29,0,0,0,0,0
293,0,0,0,0,0
74,0,0,0,0,0
13,0,0,0,0,0
4,0,0,0,0,0
98,0,0,0,0,0
415,0,0,0,0,0
2,0,0,0,0,0
14,0,0,0,0,0
1,0,0,0,0,0
20,0,0,0,0,0
201,2,0,0,0,0
33,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
174,0,0,0,11,0
72,1,0,0,0,0
5,0,0,0,0,0
301,0,0,0,0,0
159,0,0,0,0,0
128,0,0,0,0,0
35,1,0,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
9,0,0,0,0,0
5,0,0,0,0,0
39,0,0,0,0,0
13,1,6,0,1,0
390,0,0,0,0,0
4,0,0,0,0,0
2,0,0,0,0,0
337,0,0,0,0,0
4,0,0,0,0,0
94,0,0,0,0,0
4,0,0,0,0,0
10,0,0,0,0,0
6,0,0,0,0,0
1,0,0,0,0,0
7,0,0,0,0,0
14,0,0,0,0,0
56,0,0,0,0,0
42,0,0,0,0,0
126,0,4,0,0,0
5,0,0,0,0,0
6,0,0,0,0,0
101,0,0,0,0,0
2,0,0,0,0,0
53,0,0,0,0,0
1,0,0,0,0,0
74,0,0,0,0,0
7,0,0,0,0,0
19,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
115,0,0,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
13,0,0,0,0,0
5,0,0,0,0,0
255,0,0,0,0,0
1,0,0,0,0,0
5,0,0,0,0,0
6,0,0,0,0,0
19,0,0,0,0,0
9,0,23,0,0,0
5,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
4,0,0,0,0,0
16,0,0,0,0,0
6,0,0,0,0,0
10,0,0,0,0,0
26,2,8,2,0,0
3,0,0,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
1,0,0,0,0,0
49,0,0,0,0,0
503,0,1,0,0,0
18,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
568,0,0,0,0,0
29,0,0,0,0,0
87,0,0,0,0,0
18,0,0,0,0,0
9,0,0,0,0,0
79,0,0,0,0,0
5,0,0,0,0,0
3,0,0,0,0,0
1,0,0,0,0,0
4,0,0,0,0,0
6,0,0,0,0,0
4,0,0,0,0,0
43,0,45,0,0,0
3,0,0,0,0,0
9,0,0,0,0,0
151,0,0,0,0,0
23,0,1,0,0,0
17,0,0,0,0,0
9,0,0,0,0,0
3,0,0,0,0,0
30,0,0,0,0,0
1,0,0,0,0,0
43,0,0,0,0,0
8,0,1,0,0,0
12,0,0,0,0,0
9,0,0,0,0,0
3,1,8,0,0,0
3,0,0,0,0,0
1,0,117,0,0,0
26,0,2,0,0,0
4,0,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
162,0,0,0,0,0
7,0,0,0,0,0
12,0,0,0,0,0
14,0,0,0,0,0
5,0,0,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
6,0,0,0,0,0
15,0,0,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
3,0,14,2,3,0
9,0,0,0,0,0
1,0,0,0,0,0
12,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
35,0,0,0,0,0
2,0,0,0,0,0
5,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
8,0,0,0,0,0
110,0,0,0,0,0
4,0,0,0,0,0
1,0,0,0,0,0
17,0,0,0,0,0
1,0,0,0,0,0
8,0,373,0,0,0
38,0,0,0,0,0
3,0,0,0,0,0
4,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
71,0,0,0,0,0
113,0,0,0,0,0
7,0,0,0,0,0
12,0,0,0,0,0
1,0,0,0,0,0
14,0,0,0,0,0
13,0,0,0,0,0
3,0,0,0,0,0
11,0,0,0,0,0
15,0,93,0,0,0
4,0,0,0,0,0
4,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
5,0,0,0,0,0
5,0,0,0,0,0
3,0,1,0,0,0
6,0,0,0,0,0
15,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
10,0,0,0,0,0
14,0,0,0,1,0
32,0,0,0,0,0
10,0,0,0,0,0
3,0,0,0,0,0
5,0,0,0,0,0
4,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
9,0,0,0,0,0
4,0,0,0,0,0
1,0,0,0,0,0
6,0,7,0,0,0
1,0,0,0,0,0
4,0,0,0,0,0
2,2,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
6,0,0,0,0,0
13,0,0,0,0,0
10,0,2,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
6,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
7,0,0,0,0,0
29,0,0,0,0,0
6,0,0,0,0,0
2,0,0,0,0,0
5,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
5,0,1,0,0,0
4,0,0,0,0,0
3,0,0,0,0,0
2,0,0,0,0,0
45,0,1,0,0,0
4,0,1,0,0,0
3,0,0,0,0,0
1,0,0,0,0,0
8,0,0,1,0,0
1,0,0,0,0,0
5,0,0,0,0,0
6,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
18,0,0,0,0,0
39,0,11,0,0,0
5,0,0,0,0,0
10,14,0,0,1,0
70,0,0,0,0,0
2,0,0,0,0,0
2,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
5,0,0,0,0,0
111,0,0,0,0,0
