Art,Collectible,Games,Metaverse,Other,Utility
0,0,4579,0,0,0
0,0,895,0,0,0
0,0,63958,0,0,0
38,0,0,0,0,0
3,0,0,0,0,0
417,0,0,0,0,0
106,0,0,0,0,0
43,0,0,0,0,0
2,0,0,0,0,0
59,0,0,0,0,0
8,0,0,0,0,0
1,0,0,0,0,0
411,0,0,0,0,0
1,0,0,0,0,0
14,0,6,0,0,0
7,0,0,0,0,0
124,0,112,0,0,0
48,0,0,0,0,0
14,0,1,0,0,0
2,0,2,0,0,0
106,0,2,0,0,0
713,0,0,0,0,0
42,0,0,0,0,0
69,0,0,0,0,0
16,0,0,0,0,0
84,3,0,0,0,0
5,0,0,0,0,0
43,0,0,0,0,0
92,0,58,0,0,0
99,0,0,0,0,0
43,0,0,0,0,0
157,0,0,0,0,0
86,0,0,0,0,0
58,0,0,0,0,0
18,0,0,0,0,0
10,0,0,0,0,0
100,0,61,0,0,0
108,0,0,0,0,0
58,0,0,0,0,0
266,0,883,0,0,0
1,0,0,0,0,0
3,0,0,0,0,0
173,0,0,0,0,0
6,0,0,0,0,0
214,0,0,0,0,0
2,0,0,0,0,0
42,0,0,0,0,0
48,2,0,0,0,0
1,0,0,0,0,0
5,0,0,0,0,0
74,0,1,0,0,0
1,0,0,0,0,0
4,0,0,0,0,0
17,12,1,0,0,0
3,0,0,0,0,0
7,1,0,0,0,0
174,0,0,0,0,0
142,0,10,0,0,0
8,0,0,0,0,0
146,0,0,0,0,0
26,0,0,0,0,0
7,0,0,0,0,0
977,0,0,0,0,0
5,0,0,0,0,0
41,0,0,0,0,0
3,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
25,0,0,0,0,0
1,0,0,0,0,0
11,0,9,1,0,0
13,0,0,0,0,0
3,0,0,0,0,0
1,0,0,0,0,0
514,0,0,0,0,0
6,0,0,0,0,0
4,0,0,0,0,0
9,25,45,12,15,0
23,0,0,0,0,0
12,0,0,0,0,0
50,0,0,0,0,0
23,0,0,0,0,0
56,0,0,0,0,0
13,0,0,0,0,0
10,0,0,0,0,0
3,0,0,0,0,0
1,0,18,2,0,0
1,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
9,0,0,0,0,0
1,0,0,0,0,0
266,0,0,0,0,0
9,0,0,0,0,0
12,0,0,0,0,0
380,0,0,0,0,0
1,0,0,0,0,0
391,0,0,0,0,0
29,0,1,0,0,0
39,0,0,0,0,0
1,0,0,0,0,0
479,0,0,0,0,0
21,0,0,0,0,0
1,0,0,0,0,0
43,0,0,0,0,0
54,0,0,0,0,0
7,0,0,0,0,0
50,0,0,0,0,0
3,0,0,0,0,0
42,0,0,0,0,0
5,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
